questions,answers,intent
가난한데 아이를 낳아야 할까?,가난 때문에 아이를 낳아야 하는 건지 의문이시군요.,4
내게 먼저 데이트하자고 했던 사람한테 애프터를 신청했는데 거절당했어.,애프터 신청을 했는데 거절당해서 당황스러우시겠어요. 거절의 이유를 들으셨나요?,4
여자 친구가 시험에 네 번이나 떨어졌어. 이제 뒷바라지하기도 지쳐.,오랜 기간 여자 친구를 지지해주셨네요. 많이 힘드시겠어요.,4
나 어제 남자친구와 헤어졌어.,남자친구와 헤어져서 속상하시겠어요. 좀 더 말씀해보시겠어요?,4
어쩌지. 이게 무슨 일이야.,무슨 일이 생기셨는지 자세히 말씀해 주시겠어요?,4
직장 생활로 너무 힘든지 여자 친구랑 괜히 자주 다투게 되는 것 같아 미안한 감정이 많이 들어.,직장 생활에서 받은 스트레스가 사적인 영역에서도 영향을 주고 있군요.,4
친하지 않은 사람이 자꾸 결혼 압박을 해서 당황스러워.,결혼에 대한 압박감으로 마음이 불편하시군요.,4
여자 친구가 내게 거짓말하지 않았다는 사실을 알고 안도했어.,여자 친구가 거짓말하지 않았다는 사실에 안도하셨군요.,4
결혼에 대해 느긋하게 생각해.,느긋하게 생각하는 이유가 있으신가요?,4
연애할 때 항상 나만 맞춰주는 것 같아.,연애할 때 나만 맞춰주는 느낌이 들었군요. 많이 서운하시겠어요.,4
오늘 사랑하는 여자에게 고백했어.,사랑하는 여자분께 고백하셨군요. 어떻게 되셨나요?,4
요즘 연애하기 너무 어려운 거 같아.,요즘 연애 때문에 걱정이 많으신가 봐요. 어떤 이유로 그렇게 생각하세요?,4
남자 친구가 더는 나를 여자로 보지 않는대. 너무 갑작스럽고 마음이 아파.,아주 속상하셨겠어요. 좀 더 구체적으로 얘기해 주실 수 있으세요?,4
친구들과 노는 것조차도 간섭하는 남자 친구 때문에 너무 화가 나.,간섭을 많이 하는 남자 친구분 때문에 화가 나셨군요.,4
나 여자친구에게 결혼하자고 했어.,여자친구에게 프러포즈하셨군요.,4
여자 친구 생일 선물로 속옷을 사려는데 부끄러워.,여자 친구 속옷을 사려는데 부끄러우시군요.,4
어차피 난 결혼 같은 것도 못 할 거야.,결혼을 못 할까 봐 낙담하신 것처럼 보여요.,4
결혼하는 사람을 보면 이해가 안 가. 어떻게 결혼을 하지?,어떤 점이 이해가 안 가세요?,4
남자친구와 어젯밤에 크게 다퉜어. 그래서 오늘 종일 회사 일도 손에 안 잡히고 우울했어.,남자친구와 싸운 일로 종일 감정이 좋지 않았군요.,4
결혼을 꼭 해야 하는 걸까? 화가 나.,결혼에 대해 뭔가 화가 나셨군요. 무슨 일이 있으셨나요? ,4
내 여자친구가 나를 이용했다는 걸 알게 되어서 너무 슬퍼.,여자친구가 당신을 이용했다는 사실을 알게 되어 슬픔을 느끼셨군요.,4
결혼하고 싶은데 모은 돈이 얼마 없어서 부모님께 도움을 요청하려고 해. 자식이 부모님께 너무 짐만 되는 것 같아 죄책감이 들어.,부모님께 짐이 되는 것 같아 죄책감이 드시는군요. 이럴 때 기분이 조금 나아질 방법이 혹시 있을까요?,4
일 때문에 유산이 될까 불안해.,그런 걱정이 있으시군요. 많이 속상하시겠어요.,4
오늘 여자친구와 싸웠는데 너무 화나!,무슨 일로 싸우셨어요?,4
부모님께서 요즘 들어 계속 전화로 결혼 생각은 없냐고 물어보셔.,부모님께서 부쩍 결혼에 대해 많이 궁금하셨나 봐요.,4
재취업이 돼서 받게 된 첫 월급으로 온 가족이 외식을 할 예정이야. 너무 행복해.,재취업 후 첫 월급이라 정말 기쁘시겠어요.,5
빚을 드디어 다 갚게 되어서 이제야 안도감이 들어.,기분 좋으시겠어요. 앞으로는 어떻게 하실 생각이신가요?,5
이제 돈이라면 지긋지긋해.,무슨 일 있으셨나요?,5
내가 일할 수 있는 자리가 점점 줄어든다는 걸 생각하니 너무 속상해.,일자리 때문에 속상하시군요.,5
남편이 내 돈을 들고 집을 나갔어. 어떡하지?,남편분이 돈을 가지고 집을 나가셔서 당황하셨군요. 조금 더 자세히 말씀해 주시겠어요?,5
이가 너무 안 좋은데 틀니는 하기 싫고 임플란트는 비싸네.,이가 많이 안 좋아 신경쓰이겠어요.,5
젊은 시절에 내가 했던 일이 이제 와 한심해.,무슨 일 있으신가요?,5
치과의 과잉 진료로 안 해도 되는 임플란트까지 하게 되어 큰돈을 지불했어.,과잉 진료 때문에 임플란트를 하게 되어 큰돈을 지불하게 되셨군요.,5
재정적으로 큰 사기를 당한 이후로 모든 사람들을 믿을 수 없게 되었어.,사람들을 믿지 못해 힘들고 마음이 아프시겠어요.,5
모든 게 끝난 느낌이야. 투자했던 주식이 폭락했어.,주식 폭락으로 괴로우시군요. 이런 상황을 극복할 방법이 없을까요? ,5
병원비를 지불해야 하는데 자식들이 보내주는 용돈이 끊겨 병원비를 못 내고 있어서 서운해.,병원비를 내야 하는데 굉장히 막막하실 것 같아요.,5
병이 있어도 내 집이 있으니 아직은 편안하고 기쁘네.,몸이 아픈 데도 집이 있어서 기쁘신가요?,5
나이는 먹어 가는데 벌어놓은 돈은 없으니 걱정이야.,미래에 금전적인 걱정이 크시군요.,5
이제 어떻게 살지? 당뇨병도 심한 상태라 힘든데 어제는 집에 빨간 딱지까지 붙었어.,힘든 몸에 집에 붙은 빨간 딱지로 고생하고 계시는군요. 걱정이 많으시겠어요.,5
주식의 가격이 순식간에 폭락했는데 내 것을 팔아야 할지 모르겠구나. 너무 힘들다.,주식이 폭락하여 파는 것에 대해 고민하시는 것이 정신적으로 힘드시겠어요.,5
친한 사람을 믿고 돈을 빌려줬는데 그 사람이 안 갚고 있어서 답답하네.,돈 안 갚는 사람 때문에 스트레스를 받으시는군요.,5
내 친구는 열심히 놀러 다니는데 나는 저축한 돈도 없어.,친구와 다른 재정상황 때문에 스트레스 받고 계신 것 같아요.,5
자식들에게 요즘 미안한 마음만 들어서 눈물이 나.,자식들에게 미안한 마음이 드시는군요. 조금 더 자세히 말씀해 주시겠어요?,5
남과 함께 가다가 구걸하는 사람을 보면 선뜻 돈을 주게 돼.,구걸하는 사람에게 쉽게 돈을 주시는군요.,5
과거에 연금 저축을 많이 들어둔 게 참 다행이야.,어떤 점에서 다행이라고 생각하시나요?,5
나에게 오백만 원을 빌려간 김 영감은 십 년이 지나도록 갚지 않고 있어.,돈을 빌리고 갚지 않아 억울하고 속상하시겠어요.,5
친구들은 나와 다르게 노후 준비를 다 하고 있는 것 같아 당황스러워.,무엇이 당황하게 만들었나요? 자세하게 말해주시겠어요?,5
이 나이가 되고 가족 재정에 아무 도움이 되지 않아서 한심해.,재정에 도움이 되지 않는 자신을 한심해하고 계시는군요.,5
왜 이리 물가가 비싼 거야?,물가가 올라서 기분이 좋지 않으시군요.,5
간단히 장을 보려고 해도 자꾸 비싸서 아끼려고 해.,장을 볼 때 아끼려고 해서 힘드시군요.,5
집이 오래되어 비가 새는데 수리비가 부족해서 그냥 살고 있는 내가 너무 불쌍해.,돈 때문에 너무 속상하시겠어요.,5
만성 질환 치료 때문에 재정적으로 많이 힘든 상황이야.,만성 질환 치료에 돈이 많이 드나보네요.,5
돈 다 짊어지고 가는 것도 아니고 돈 모아서 뭐 하나.,회의적인 생각을 하고 계시는 것 같군요?,5
남편도 나도 만성 질환으로 지속적인 치료가 필요한 상황이지만 경제적으로 여유로워서 다행이야.,경제적인 어려움이 없으셔서 좋으시겠어요.,5
이번에 하는 마을 노인잔치에 후원이 없을까 봐 불안해.,노인잔치에 후원을 받을 수 없을까 봐 불안하시군요.,5
남편 벌이가 시원치 않아. 나도 남들처럼 돈 잘 버는 남편 만나 여생 피고 싶어.,남편의 벌이가 좋지 않은가 봐요.,5
아들처럼 챙겨주는 게 고마워서 그 총각에게 재산을 맡겼는데 내 재산을 가지고 잠적해버렸어.,믿었던 사람이 사기꾼이라는 사실에 많이 놀라고 화나셨겠어요.,5
우리 사업 어려워 졌다고 이제는 친했던 업체들이 나를 거들떠도 안 봐. 어떻게 그럴 수가 있을까?,주변 분들이 그런 모습을 보이니 많이 당혹스러우셨군요.,5
아무것도 이뤄놓은 것도 없고 인생을 헛산 거 같아.,인생을 헛살았다고 생각하시는데 무슨 일인지 여쭤봐도 될까요?,5
요즘 재정 상황이 내 마음먹은 대로 좋아지지 않아서 실망스러워.,요즘 경제적으로 어려운 일이 있으신가요?,5
나는 틱장애를 오래 앓아서 사람을 못 만나겠어.,틱장애가 있으니 굉장히 인간관계가 힘드시겠어요.,5
자식이 결혼을 한다는데 우울하네.,왜 우울하게 생각하시나요?,5
지갑 사정이 넉넉하지 않은데 자식들 눈치 보여서 용돈을 많이 주고 있어.,자식 눈치를 봐서 넉넉하지 않은 사정에도 용돈을 많이 주시는군요.,5
결혼한 딸이 이번에 용돈을 올려줘서 고마워.,따님이 용돈을 올려줘서 기분이 좋으시겠어요.,5
이것을 사야 되나 말아야 되나 고민되네.,고민되시는군요. 무슨 일 있으신가요?,5
회사에 남아서 좀 더 일을 하고 싶었는데 권고사직을 당했어. 정말 슬프다.,일을 더 하고 싶으셨는데 권고사직을 당하셨군요. 정말 상처가 크시겠어요.,5
자식들이 생활이 어렵다고 생활비를 못 준다더군. 자식들 도움 없이 앞으로 어떻게 살아가야 할지 막막하고 암울해.,자식들에게 도움을 받을 수 없어 힘드시겠어요.,5
호프집 운영하는 최 씨 할머니가 갑자기 영업정지를 당했어.,영업정지라니 어쩌다 이렇게 된 걸까요?,5
요새 눈물이 날 것 같아.,눈물이 나는 이유가 있으신가요?,5
이번 아내 병원비가 너무 많이 나와서 어떡하지?,매우 걱정스러우시겠어요. 어떤 상황인지 더 자세하게 말씀해주시겠어요?,5
사업하겠다고 매번 내 돈을 빌리던 친동생과 연락을 끊었어.,동생 분과 연락을 끊게 되어 마음이 불편하시겠어요.,5
일을 못하게 되었는데 집도 있고 연금도 나와.,그렇다니 정말 다행이군요. 마음이 놓이겠어요.,5
보험금 실효 만료 안 되려면 돈 넣어야 하는데 왜 이렇게 안 가져오는 거야.,돈을 가져올 사람이 누구인가요?,5
겨우 구한 일자리인데 속없는 친구 놈이 치사하게 혼자만 돈을 버냐고 말해서 너무 화가 났어.,친구때문에 상처를 받으셨군요.,5
돈도 많은 우리 예쁜 딸이 내 치료비가 아깝대.,그런 말을 딸에게 들었다니 정말 기분이 안 좋을 것 같네요.,5
나쁜 생각으로 네트워크 마케팅을 시작한 것도 아닌데 다들 나를 원망해서 화가 나.,나쁜 생각으로 한 것도 아닌데 알아주지 않아서 화가 나셨군요.,5
요새 혼란스러워.,혼란스러운 일이 있으신가요? 자세히 말해주시겠어요?,5
우울증이 있는 세입자가 몇 달째 월세를 안내고 있어. 연락도 받질 않으니 무슨 일 있는지 걱정돼.,세입자가 월세를 안내서 초조하시겠어요.,5
아들딸 얼굴 볼 면목이 없어.,자녀분들과 무슨 일이 있으셨나요? 더 자세히 말씀해 주시겠어요?,5
이번 달 병원비 지출이 너무 많아서 적금에 넣을 돈이 부족해. 어쩌지 너무 불안해.,병원비 지출로 인해 적금에 넣을 돈이 부족하셨군요. 불안하시겠어요.,5
비록 취미이긴 하지만 나만큼 음식을 잘하는 사람은 없어. 내가 가게를 하면 잘 될 거라 자신해.,대단한 요리 실력을 가지셨군요!,5
이제 돈을 좀 지켜야겠어.,어떻게 지킬 건가요?,5
길을 가다가 마주친 아주머니가 대출을 받으라며 자꾸 귀찮게 해. 짜증나 죽겠어.,우연히 만난 아주머니가 대출을 권유해서 화가 나시는군요.,5
내가 언제까지 자식들을 금전적으로 도와줘야 하지? 아직까지도 용돈을 바라는 자식들에 화나.,아직까지도 금전적 도움을 청하는 자식들에게 화가 나시는군요.,5
참 어이가 없어. 돈 빌릴 때는 그렇게 친한 척을 하더니 갚을 때가 되니까 나를 피하더라고.,그러네요. 어이없고 실망스러웠겠네요.,5
뭘 위해 열심히 일만 해 왔는지 회의감이 드네.,삶을 돌아봤을 때 회의를 느끼시는 것 같아요.,5
우리 창고에 불이 났는데 누군가 버린 담배꽁초 때문이래. 그 사람 생각만 하면 화가 나.,큰 재산 피해로 인해 화가 많이 나셨군요.,5
이 나이 되도록 살림도 제대로 못 하고 아내를 볼 때마다 화가 나.,살림을 못 하는 아내를 볼 때마다 화가 나시는군요.,5
돈이 없어서 먹는 게 항상 변변치 않아 너무 슬퍼.,돈이 없어서 제대로 먹지 못해 슬프시군요.,5
돈이 정말 혐오스러워.,무슨 일이 있나요?,5
가난하다는 건 정말 슬퍼.,가난하다는 것이 슬프다고 생각하시는군요. 무슨 일 있으세요?,5
요즘 신나는 일이 있어.,어떤 신나는 일이 있는지 자세히 들어볼까요?,5
몸이 계속 아파서 그 동안 모아둔 돈을 쓰지 못하고 갈 것 같아 아쉬워.,지금 상황이 많이 애석하시겠어요.,5
죽기 전에 당연히 아들에게 회사를 물려주려고 했는데 정작 본인은 물려받기 싫다고 해.,아들이 회사를 물려받길 바라길 기대했는데 반응이 차가워서 당황스러웠겠네요.,5
이제는 건강 생각해서 시골에서 아내와 작은집에서 텃밭을 일구며 생활하려고 해.,이제부터 텃밭을 가꾸며 시골에서 생활할 예정이시군요.,5
육십 대가 되니 일자리가 거의 없어서 자괴감이 드네.,일자리 때문에 많이 불안하시겠어요.,5
돈을 벌어야 하는데 만성질환 때문에 일 구하기가 어려워서 스트레스받아.,만성질환 때문에 일 구하기가 어려우시군요. 스트레스받으시겠어요.,5
내 재정 상태를 믿고있어.,나의 재정 상황에 대한 신뢰가 있으시군요.,5
최 사장이 나한테 사기 치려 했던 게 틀림없어. 내가 가진 돈이 불안해.,돈 때문에 당한 배신으로 불안함을 느끼시는 군요.,5
이번에 아들이 병원비를 내줘서 목돈이 생겼어. 이걸로 뭐할까 생각만 해도 기분이 좋다.,목돈이 생겨 기분이 좋으시군요.,5
퇴직을 하면서 경제 사정이 안 좋아지고 있어 힘들어.,퇴직 후 재정으로 어려움을 겪고 계시는가 봐요.,5
친구가 일용직인데 일도 가끔만 나가고 재산도 모으지 않아서 당황스러워.,친구가 돈이 없는데도 일도 하지 않는다면 저라도 당황스러울 것 같아요.,5
내가 사둔 땅값이 올라 기뻐 이제 나도 남들에게 많이 베풀고 살아야겠다는 생각이 들어,정말 기쁜 일이에요.,5
재정적으로 힘든데 건물주도 사정이 안 좋아 내가 병원에 입원한다 한들 월세를 안 내려줄 것 같아.,그만큼 재정적으로 힘이 드셔도 월세 부담이 줄어들지 않아서 힘드시겠어요.,5
아내가 복용하는 약이 다 떨어져서 병원에 가고 있는데 병원  진료 시간이 얼마 남지 않아서 초조해.,병원 진료 시간이 얼마 안 남아서 초조하시겠어요.,5
주민이 나에게 사기를 치려고 했어. 너무 화가 나.,주민 때문에 화가 많이 나셨겠어요.,5
노년이라 보험에 들었는데 내가 설명 들은 내용과 비용이 달라서 혼란스러워.,보험비가 생각했던 것과 달라 혼란스러우시군요.,5
만성 두통 때문에 큰 돈 들여 시술했어.,만성 두통 때문에 많이 힘드시겠어요.,5
병원 간호도 해주고 병원비를 책임져주는 남편이 있어 항상 든든해.,간호와 병원비를 책임져주는 남편이 있으시군요. 든든하시겠어요.,5
알코올 중독으로 입원을 해야 하는데 자식들에게 도움을 요청하기가 부끄러워.,자식들에게 도움을 요청하기가 부끄러우시군요. 조금 더 자세히 말씀해주시겠어요?,5
친구가 돈이 행복의 전부가 아니라고 하더니 노후 준비를 전혀 안 한 거야. 어휴 정말 걱정스러워.,친구가 노후 준비를 전혀 안 해서 걱정스러운 마음이시군요.,5
어제 가볍게 복권을 샀는데 오만 원 당첨이 됐어.,복권에 당첨돼서 기분이 좋으신가 보군요.,5
약이 거의 다 떨어져가네.,이제 약이 없나요?,5
아내와 내가 마련한 재산을 자식들의 강요로 그들 명의로 넘겨주었어.,아내와 둘이 마련한 재산을 자식들의 강요에 못 이겨 그들 명의로 넘겨주었군요. ,5
펀드매니저인 내 친구 아들에게 내 보험금을 맡겨볼까 해.,보험금을 친구 아들에게 맡기시려고 하는군요.,5
아내의 치료비를 다 마련했어.,돈을 다 모아두었다니 기쁘시겠어요.,5
남들과 똑같이 일을 하는데 사장이 내가 병이 있다고 월급을 조금 줘. 화가 나.,힘들게 일했는데 월급이 적어 화나시겠군요.,5
오래 전에 사둔 주식이 최근 크게 올라서 이익을 봤어. 너무 기분이 좋아.,주식에서 많은 이익을 얻으셨군요. 정말 축하드려요.,5
적금에서 발생한 이자로 수술비를 낼 수 있어서 돈을 번 느낌이라 기뻐.,이자만으로도 수술비를 충당 하셨군요. 적금이 든든하셨겠어요.,5
물가가 너무 올라서 짜증 나. 생활비가 너무 많이 들어.,물가가 올라 짜증이 나시는군요.,5
안정적으로 사업을 자식들에게 물려줘서 큰 걱정이 없어.,안정적으로 사업을 물려주게 되어 기쁘시겠어요.,5
평생을 일해왔는데 모인 돈이 하나 없어서 너무 비통해.,평생을 일 해왔는데 모인 돈이 없어 슬프시군요.  돈을 모으지 못한 이유가 무엇일까요?,5
남의 시선을 의식해서 부유하지 않은 척하고 다녀.,남의 시선을 많이 의식해서 부유하지 않는 척을 하시는군요. 그러는 이유가 있을까요?,5
노년에 만성질환까지 있는데 돈이 없으니 절망스러워.,만성질환이 있는데 돈이 없어서 절망스러우시군요. 어떤 해결방법이 있을까요?,5
사람들이 내 겉모습만 봐도 아프고 돈 없는 사람이라는 걸 알아차릴 것 같아.,그렇게 생각하고 계시는군요. 많이 당황스럽고 힘드실 것 같아요.,5
앞으로 이십 년을 더 살 수 있다고 했을 때 도대체 경제적 여유가 없어서 불안해.,여생을 생각하실 때 경제적으로 어려워 막막하시군요.,5
어렵게 이끌어온 회사인데 내가 암에 걸리자마자 아들이 자기에게 사장 자리를 달라네.,아드님의 행동에 많이 서운하고 당황했겠어요.,5
당뇨 때문에 돈이 많이 드는 건데 아내는 이해를 못해서 화가 나.,아내가 돈 많이 드는 이유를 이해 못해줘서 화가 나셨군요.,5
모임에서 만난 사람이 있는데 돈 많은 사람한테 과할 정도로 아부를 떨어서 보기가 싫어.,모임에서 만난 분의 행동이 마음에 들지 않으시군요.,5
드디어 연금을 받을 수 있는 나이가 되어서 기쁘네.,연금을 받을 수 있어 기쁘시군요.,5
친구가 아내 병원비 때문에 고생하는 것 알지만 빌려주는 게 어렵네.,친구를 도와줄 수 없어서 마음이 어렵겠네요.,5
가난하고 아픈 엄마 때문에 내 자식들이 고생하니 너무 마음이 아파.,자신 때문에 자식들이 고생한다는 기분이 드시는군요. 정말 마음이 아프시겠어요.,5
내가 투자한 사업이 다 망해서 돈이 다 날아갔어. 너무 황당해.,투자 한 사업이 다 망해서 황당한 상황이시군요.,5
돈을 미리미리 모아두길 잘한 것 같아. ,미리 저축을 해 놓으셔서 매우 편안하시겠어요. ,5
은퇴하고 마냥 쉬기도 그래서 경비원 일을 하고 있는데 참 성가신 사람들을 자주 마주치네.,조금만 더 자세히 알려주시면 감사하겠어요.,5
나는 형제들을 위해 모든 희생을 했다고 생각하는데 형제들이 느끼기에는 그렇지 않은가 봐. 섭섭해.,그러시군요. 섭섭한 일이 있으셨나 봐요.,5
돈도 제대로 벌지 않으면서 매일 같이 아내를 구박하는 지인에게 정이 떨어져.,지인께서 아내를 구박하다니 많이 속상하고 화도 나셨겠어요.,5
요즘 몸이 많이 안 좋아서 후회돼. 관리를 했어야 했는데 살기 바빠서 병원에 늦게 갔지 뭐야.,몸이 많이 안 좋으신가요? 그동안 많이 바쁘셨나 봐요.,5
요즘 가정 형편이 힘들고 마음이 괴로워.,상황이 어려워 힘드신가 봐요. 무슨 일인가요?,5
돈은 내가 자신 있어.,돈에 자신이 있으신가요?,5
정신장애 판정을 받아서 고민이 크네. 진짜 막막하다.,정신장애 판정을 받으셔서 막막하시군요. 어떤 부분이 제일 고민이신가요?,5
고혈압 때문에 요새 돈이 너무 많이 나가. ,경제적으로 고민이 많으시겠어요. ,5
아내가 나의 퇴원을 축하하기 위해 용돈을 올려 준다고 해서 기뻐.,퇴원 기념으로 용돈이 올라서 기쁘시겠어요.,5
내가 계약한 부동산 청년이 본인이 사장이라고 사칭해서 수수료 사기를 쳐서 당했어.,수수료로 사기를 당하셔서 많이 놀라셨겠어요.,5
나이를 먹으니 몸이 안 좋은 거 같아.,어디가 안 좋으신지 말씀해 주실 수 있나요?,5
월세 날이 다가오는데 아내 간병 때문에 돈이 없어서 막막해.,월세를 내야 하는데 돈이 없어서 막막하시군요.,5
수익률이 좋은 주식 정보를 들었는데 보험금을 투자하자니 조심스럽네.,보험금을 투자하자니 조심스러우시군요.,5
너무 외로워. 나는 돈은 있지만 사람은 없구나.,곁에 사람이 없어서 외로우시겠어요.,5
평생 일을 했는데 돈이 하나도 없다니. 환멸이 느껴져.,왜 돈이 하나도 없을까요?,5
막 환갑이 넘어서 퇴직을 하니까 돈을 벌 방법이 없어.,퇴직을 하고 나니 돈을 벌 수단이 없어 막막하셨군요.,5
돈이 있으면 뭐해. 내 맘대로 할 수 있는 게 없어.,누구라도 그건 속상할 거예요.,5
젊었을 때 열심히 아끼고 부지런히 모아서 지금 이렇게 여유롭게 옛일을 추억하며 사는 것 같아.,열심히 사셨군요. 많이 뿌듯하시겠어요.,5
요즘 걱정되는 일 있어.,어떤 일이 걱정되시나요?,5
노인네들이랑 모였는데 다들 귀티가 나더라고. 내가 제일 보잘 것 없이 보였어.,스스로가 보잘 것 없이 보여서 너무 힘들었겠어요.,5
아들은 내가 아픈 게 걱정도 안 되는지 찾아오지도 않아.,아들이 아픈 나를 찾아오지 않아 슬픈 마음이 드는군요.,5
매번 처방 받던 똑같은 약인데 약국에서 돈을 더 달라고 해서 많이 당황스러워.,똑같은 약의 가격이 올라서 많이 당황했겠어요.,5
이번 수술비를 내느라 돈이 이젠 얼마 남지 않았어. 불안하네.,수술비 때문에 얼마 남지 않은 잔고가 불안한 모양이에요.,5
나이가 들어 병원비도 많이 드는데 걱정이야.,연세도 있으신데 걱정되시겠어요.,5
시누이가 전화해서 안마의자를 사 내라니 기가 차네.,걸핏하면 이것저것 요구하는 시누이 때문에 많이 당황하셨군요.,5
친구가 돈이 행복의 전부가 아니라고 하더니 노후 준비를 전혀 안 한 거야. 어휴 정말 걱정스러워.,친구가 노후 준비를 전혀 안 해서 걱정스러운 마음이시군요.,5
세상 모든 사람이 나보다 경제적으로 풍족하고 행복하게 사는 것 같아.,다른 사람들과의 비교로 인해 힘드시군요. ,5
간암에 걸렸는데 자녀들이 나를 포기한 것 같아서 불안해.,아프신 상황에서 자녀들의 반응이 불안하셨군요. 조금 더 자세히 말씀해 주시겠어요?,5
전 재산을 털어서 수술을 하려고 하는 데 수술을 해서 나아질까 싶어서 짜증 나.,수술이 의미가 있을까 싶어서 마음이 불편하시군요.,5
요즘 일거리가 없다보니 돈이 없어서 걱정이야.,돈이 없으셔서 걱정이신가 보네요. 어떤 계획 있으신가요?,5
아내가 놀러 다니는데 쓰는 돈이 내 병원비만큼 나와서 화가 나.,아내의 돈 씀씀이 때문에 화가 나시겠어요.,5
물려받은 재산도 없이 노후 대비를 이정도 한 것만으로 다른 사람에게 조언을 해도 충분하다고 자신해.,본인이 이룬 것들이 자랑스러우시겠어요.,5
요새는 돈벌이가 좋은 편인데 이게 다 무슨 소용인가 싶어.,돈이 많아도 부질없이 느껴지시는군요.,5
돈이 없어서 먹던 약이 이제 없어.,재정적으로 힘드시겠어요. 지원받을 방법을 어떻게 찾을 수 있을까요?,5
내가 후원하는 단체가 있는데 제대로 운영되고 있지 않다는 소문을 들어서 걱정돼.,후원하는 단체가 제대로 운영되고 있지 않아서 걱정되시는군요.,5
혹시 퇴직 후 유용할 수 있는 자금이 얼마인지 궁금해서 퇴직금 중간정산을 해봤는데 진짜 슬프더군.,자금이 생각보다 부족하셨나요?,5
어떤 애가 간절하게 부탁해서 아끼던 책을 빌려줬는데 다 찢어놨어. 너무 화가 나.,책을 다 찢어버려서 화가 나셨군요. 속상하시겠어요.,5
옆집 노인이 지난달 빌린 돈을 빨리 갚으라고 독촉해서 너무 성가셔.,빌린 돈을 빨리 갚으라고 독촉해서 화가 나시는군요.,5
친구 중에 여행 다니면서 부자라고 자랑하는 애가 있어서 짜증나.,요즘같이 힘들 때 재력 자랑이라니 짜증나겠어요.,5
운영하던 가게를 넘겼더니 그 뒤로 대박이 나서 배가 아프고 후회된다.,많이 속상하시겠어요. 더 자세하게 말씀해보시겠어요?,5
아파서 병원에 갔는데 내가 돈이 없어 보였는지 진료를 안 받는다고 해서 황당해.,병원 때문에 많이 속상하셨군요.,5
힘들게 빚을 갚았는데 공부를 하지 못한 내가 너무 후회되고 슬퍼.,돈을 버시느라 공부를 하지 못해 슬프시겠어요.,5
이번에 또 건물주가 월세를 올렸어.,세입자들의 사정을 생각 안 해주는 건물주 때문에 마음이 좋지 못하겠어요.,5
아파트 재활용 수거함에서 폐지를 줍고 있는데 노인정에서 노인들이 나를 이상하게 쳐다봤어.,이상하게 쳐다보았다니 어떤 상황인지 자세히 알 수 있을까요?,5
딸이 슬퍼할까 봐 내 낡은 구두랑 기워 입은 옷을 보여줄 수가 없어.,낡은 구두나 기워 입은 옷을 따님이 보면 슬퍼하실까 염려하시는군요.,5
경로당에서 큰 맘 먹고 구매한 건강식품이 아무 효과가 없다는데 환불이 안 된다니 불안해.,구매한 물건이 환불이 안 돼서 불안하시군요. 좀 더 자세히 말씀해 주시겠어요?,5
장기 이식을 받기엔 너무 큰 돈이 필요해서 그냥 약으로 버티는 중이야.,장기 이식을 받기에 돈이 부담되어 약으로 버티시는군요.,5
내 치료비에 대해 막내딸에게 말했는데 형편이 좋지 않아 어렵다고 거절했어.,막내 따님이 병원비를 부담할 형편이 되지 않아 거절하셨군요.,5
남편이 치료비 문제로 나에게 심한 소리를 했어. 안 그래도 아픈데. 그 말들이 잊히지 않아.,남편이 심한 소리를 했다니 많이 슬프시겠어요.,5
얼마 전에 친구들과 만났는데 내가 친구들에게 돈을 너무 아낀다고 싸움이 났다가 다신 안 보게 됐어.,친구들과 헤어져서 슬프시겠어요.,5
내가 병에 걸려서 아내가 떠나. 근데 내가 위자료를 줘야 한대서 당황스러워.,병에 걸려서 아내가 떠나는 상황인데 위자료를 줘야 된다고 해서 당황스러우시군요.,5
직장 생활동안 죽을 듯이 일했는데 내 통장엔 잔액이 없어.,통장에 잔액이 없으시군요.,5
딸이 결혼할 때 내 수술비까지 털어서 좋은 혼수를 해주었더니 재정적으로 부담이 돼.,수술비까지 털어서 혼수를 해주었군요. 부담이 컸을 것 같아요.,5
내가 앓고 있는 병 때문에 치료비가 많이 나와 당황스러워.,비싼 치료비 때문에 당황스러우시군요.,5
정년 날짜가 코앞으로 다가왔어. 근데 아직 제대로 노후 준비를 못 한 것 같아서 걱정이야.,정년 날짜가 가까운데 제대로 노후 준비를 못 한 것 같아 걱정이시군요.,5
왜 늙으면 돈 걱정을 벗어나지 못할까.,돈 걱정을 많이 하시나요? 이야기를 더 들려주세요,5
수술해도 완치가 보장되는 것이 아닌데 수술을 받아야 할지 고민돼.,확실하지 않은 결과 때문에 고민이 되는군요.,5
남편이 아파서 병간호를 해왔는데 결국 나도 병에 걸렸어. 이제 어떻게 해야 하는지 불안해.,남편도 건강이 안 좋으신데 같이 아프게 되셔서 많이 힘드시겠어요.,5
지점장이 무슨 일이 생기더라도 나를 믿어줘서 너무 다행이야.,지점장님의 신뢰를 받고 있어서 기쁘시겠어요.,5
내가 받은 보험금이 있거든. 이걸 아들이 탐내. 너무 가슴이 아파.,아드님이 보험금을 탐낸다는 사실에 크게 상처받으셨겠어요.,5
오늘 아내에게 너무 억울해.,억울한 무슨 일이 있으셨나요?,5
수술을 하는데 큰 돈이 들어 그냥 거절했어.,큰 돈이 드는 수술을 거절하셨군요. 조금 더 자세히 말씀해 주시겠어요?,5
